"titleId	ordering	title	region	language	types	attributes	isOriginalTitle",,,,
"tt0000006	3	Chinese Opium Den	US	\N	\N	\N	0",,,,
"tt0000006	4	Kínai ópiumbarlang	HU	\N	imdbDisplay	\N	0",,,,
"tt0000006	5	Chinese Opium Den	\N	\N	original	\N	1",,,,
"tt0000007	1	Corbett and Courtney Before the Kinetograph	US	\N	\N	\N	0",,,,
"tt0000007	2	Corbett and Courtney Before the Kinetograph	\N	\N	original	\N	1",,,,
"tt0000007	3	A Corbett-Courtney bokszmeccs	HU	\N	imdbDisplay	\N	0",,,,
"tt0000007	4	The Corbett-Courtney Fight	US	\N	alternative	\N	0",,,,
"tt0000007	5	Jim Corbett vs. Peter Courtney	US	\N	alternative	\N	0",,,,
"tt0000007	6	Edison Kinetoscopic Record of Boxers	\N	\N	\N	\N	0",,,,
"tt0000007	7	Корбетт и Кортни перед кинематографом	RU	\N	\N	\N	0",,,,
"tt0000008	1	Edison asszisztense tüsszent	HU	\N	imdbDisplay	\N	0",,,,
"tt0000008	2	Edison Kinetoscopic Record of a Sneeze", January 7," 1894	US	\N	\N	complete title	0",,
"tt0000008	3	Edison Kinetoscopic Record of a Sneeze	US	\N	\N	\N	0",,,,
"tt0000008	4	Edison Kinetoscopic Record of a Sneeze	\N	\N	original	\N	1",,,,
"tt0000008	5	Чих"," записанный на кинетоскоп Эдисона	RU	\N	\N	\N	0",,,
"tt0000008	6	Fred Ott's Sneeze	\N	\N	\N	\N	0",,,,
"tt0000009	1	Miss Jerry	\N	\N	original	\N	1",,,,
"tt0000009	2	Miss Jerry	HU	\N	imdbDisplay	\N	0",,,,
"tt0000009	3	Miss Jerry	US	\N	\N	\N	0",,,,
"tt0000010	10	La sortie de l'usine Lumière à Lyon	\N	\N	original	\N	1",,,,
"tt0000010	11	La Salida De Los Obreros De La Fábrica Lumière	ES	\N	\N	literal translation of working title	0",,,,
"tt0000010	12	Salida de obreros de la fábrica Lumiere	UY	\N	\N	premiere title	0",,,,
"tt0000010	13	La sortie des ouvriers de l'usine Lumière	FR	\N	\N	informal alternative title	0",,,,
"tt0000010	14	Arbeiter verlassen die Lumière-Werke	DE	\N	imdbDisplay	\N	0",,,,
"tt0000010	15	L'uscita dalle fabbriche Lumière	IT	\N	imdbDisplay	\N	0",,,,
"tt0000010	16	Выход рабочих с фабрики 'Люмьер'	RU	\N	\N	\N	0",,,,
"tt0000010	17	Työntekijät poistuvat Lumière-tehtaalta	FI	\N	\N	informal title	0",,,,
"tt0000010	18	A munkaidő vége	HU	\N	\N	\N	0",,,,
"tt0000010	1	Wyjscie robotników z fabryki	PL	\N	\N	\N	0",,,,
"tt0000010	2	La salida de los obreros de la fábrica Lumière	AR	\N	\N	\N	0",,,,
"tt0000010	3	Leaving the Lumière Factory	\N	\N	\N	\N	0",,,,
"tt0000010	4	Lumière-fabrikens arbetare	FI	sv	\N	informal title	0",,,,
"tt0000010	5	Exiting the Factory	US	\N	\N	\N	0",,,,
"tt0000010	6	A Saída dos Operários da Fábrica Lumière	BR	\N	\N	\N	0",,,,
"tt0000010	7	Employees Leaving the Lumière Factory	US	\N	\N	\N	0",,,,
"tt0000010	8	Sortie d'usine	FR	\N	\N	short title	0",,,,
"tt0000010	9	La sortie de l'usine Lumière à Lyon	FR	\N	\N	poster title	0",,,,
"tt0000011	1	Akrobatisches Potpourri	DE	\N	\N	\N	0",,,,
"tt0000011	2	Akrobatisches Potpourri	\N	\N	original	\N	1",,,,
"tt0000011	3	Акробатическая смесь	RU	\N	\N	\N	0",,,,
"tt0000012	10	A Chegada de um Trem à Estação	BR	\N	imdbDisplay	\N	0",,,,
"tt0000012	11	The Arrival of a Train	XWW	en	imdbDisplay	\N	0",,,,
"tt0000012	12	Tåget anländer till stationen	FI	sv	\N	informal title	0",,,,
"tt0000012	13	The Arrival of a Train at La Ciotat	XWW	en	alternative	\N	0",,,,
"tt0000012	14	Juna saapuu asemalle	FI	\N	\N	informal title	0",,,,
"tt0000012	15	Ankunft eines Zuges in La Ciotat	DE	\N	imdbDisplay	\N	0",,,,
"tt0000012	16	A vonat érkezése	HU	\N	imdbDisplay	\N	0",,,,
"tt0000012	17	Прибытие поезда на вокзал города Ла-Сьота	RU	\N	\N	\N	0",,,,
"tt0000012	18	La llegada de un tren a la estación de la ciotat	ES	\N	\N	informal title	0",,,,
"tt0000012	19	Bir trenin La Ciotat garina varisi	TR	tr	\N	\N	0",,,,
"tt0000012	1	L'arrivée du train en gare de La Ciotat	FR	\N	\N	\N	0",,,,
"tt0000012	20	Toget kører ind på Le Ciotat	DK	\N	\N	\N	0",,,,
"tt0000012	21	The Arrival of a Train	XEU	en	imdbDisplay	\N	0",,,,
"tt0000012	22	L'arrivo di un treno alla stazione di La Ciotat	IT	\N	\N	\N	0",,,,
"tt0000012	2	The Arrival of a Train	GB	\N	imdbDisplay	\N	0",,,,
"tt0000012	3	The Arrival of a Train	US	\N	imdbDisplay	\N	0",,,,
"tt0000012	4	Przyjazd pociagu na stacje	PL	\N	\N	\N	0",,,,
"tt0000012	5	The Arrival of a Train	XWW	\N	imdbDisplay	\N	0",,,,
"tt0000012	6	L'arrivée d'un train à La Ciotat	\N	\N	original	\N	1",,,,
"tt0000012	7	Príchod vlaku do stanice La Ciotat	SK	\N	imdbDisplay	\N	0",,,,
"tt0000012	8	The Arrival of the Mail Train	\N	\N	\N	\N	0",,,,
"tt0000012	9	L'arrivo di un treno nella stazione di La Ciotat	IT	\N	\N	\N	0",,,,
"tt0000013	10	Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon	FR	\N	\N	\N	0",,,,
"tt0000013	11	Przybycie delegatów na kongres fotograficzny w Lyonie	PL	\N	imdbDisplay	\N	0",,,,
"tt0000013	1	A kongresszus tagjainak partraszállása	HU	\N	imdbDisplay	\N	0",,,,
"tt0000013	2	Débarquement	\N	\N	\N	\N	0",,,,
"tt0000013	3	Promenade des congressistes sur le bord de la Saône	\N	\N	\N	\N	0",,,,
"tt0000013	4	Arrivée des congressistes à Neuville-sur-Saône	FR	\N	alternative	\N	0",,,,
"tt0000013	5	Le débarquement du congrès de photographie à Lyon	FR	\N	alternative	\N	0",,,,
"tt0000013	6	Прибытие делегатов на фотоконгресс в Лионе	RU	\N	\N	\N	0",,,,
"tt0000013	7	The Photographical Congress Arrives in Lyon	US	\N	\N	\N	0",,,,
"tt0000013	8	Congrès des sociétés photographiques de France	\N	\N	\N	\N	0",,,,
"tt0000013	9	Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon	\N	\N	original	\N	1",,,,
"tt0000014	10	O Regador Regado	BR	\N	imdbDisplay	\N	0",,,,
"tt0000014	11	L'arroseur arrosé	FR	\N	\N	\N	0",,,,
"tt0000014	12	L'arroseur arrosé	\N	\N	original	\N	1",,,,
"tt0000014	13	The Waterer Watered	US	\N	\N	\N	0",,,,
"tt0000014	14	Puutarhuri	FI	\N	\N	\N	0",,,,
"tt0000014	15	Pokropený kropic	CZ	\N	imdbDisplay	\N	0",,,,
"tt0000014	16	Der begossene Gärtner	DE	\N	imdbDisplay	\N	0",,,,
"tt0000014	17	Trädgårsmästarn	FI	sv	\N	\N	0",,,,
"tt0000014	18	Le jardinier et le petit espiègle	\N	\N	\N	\N	0",,,,
"tt0000014	19	The Sprayer Sprayed	\N	\N	\N	\N	0",,,,
"tt0000014	1	The Sprinkler Sprinkled	US	\N	\N	\N	0",,,,
"tt0000014	20	Политый поливальщик	RU	\N	\N	\N	0",,,,
"tt0000014	2	Tables Turned on the Gardener	US	\N	\N	\N	0",,,,
"tt0000014	3	Gartneren vandes	DK	\N	\N	\N	0",,,,
"tt0000014	4	El Regador Regado	ES	\N	\N	complete title	0",,,,
"tt0000014	5	A megöntözött öntöző	HU	\N	\N	\N	0",,,,
"tt0000014	6	Vattnaren bevattnad	SE	\N	\N	\N	0",,,,
"tt0000014	7	Le jardinier	FR	\N	\N	première title	0",,,,
"tt0000014	8	Oblany ogrodnik	PL	\N	\N	\N	0",,,,
"tt0000014	9	L'innaffiatore annaffiato	IT	\N	\N	\N	0",,,,
"tt0000015	1	Вoкруг кабинки	RU	\N	\N	\N	0",,,,
"tt0000015	2	Egy kabin körül	HU	\N	imdbDisplay	\N	0",,,,
"tt0000015	3	Around a Bathing Hut	US	\N	\N	literal English title	0",,,,
"tt0000015	4	Autour d'une cabine	FR	\N	\N	\N	0",,,,
"tt0000015	5	Autour d'une cabine	\N	\N	original	\N	1",,,,
"tt0000016	1	Boat Leaving the Port	XWW	en	\N	informal title	0",,,,
"tt0000016	2	Lódz wyplywajaca z portu	PL	\N	imdbDisplay	\N	0",,,,
"tt0000016	3	Лодка выходит из порта	RU	\N	\N	\N	0",,,,
"tt0000016	4	Kikötőből távozó bárka	HU	\N	\N	\N	0",,,,
"tt0000016	5	La sortie du port	\N	\N	\N	\N	0",,,,
"tt0000016	6	Vene lähtee satamasta	FI	\N	\N	informal title	0",,,,
"tt0000016	7	Barque sortant du port	FR	\N	\N	\N	0",,,,
"tt0000016	8	Barque sortant du port	\N	\N	original	\N	1",,,,
"tt0000016	9	Båten lämnar hamnet	FI	sv	\N	informal title	0",,,,
"tt0000017	1	Italienischer Bauerntanz	\N	\N	original	\N	1",,,,
"tt0000017	2	Bauerntanz zweier Kinder	DE	\N	\N	bowdlerized title	0",,,,
"tt0000017	3	Итальянский крестьянский танец	RU	\N	\N	\N	0",,,,
"tt0000017	4	Italienischer Bauerntanz	DE	\N	\N	\N	0",,,,
"tt0000018	1	Das boxende Känguruh	DE	\N	\N	\N	0",,,,
"tt0000018	2	Cangurul boxer	RO	\N	imdbDisplay	\N	0",,,,
"tt0000018	3	Das boxende Känguruh	\N	\N	original	\N	1",,,,
"tt0000018	4	Бокс с кенгуру	RU	\N	\N	\N	0",,,,
"tt0000018	5	Mr. Delaware and the Boxing Kangaroo	GB	\N	\N	reissue title	0",,,,
"tt0000019	1	The Clown Barber	GB	\N	\N	\N	0",,,,
"tt0000020	1	The Derby 1895	\N	\N	original	\N	1",,,,
"tt0000020	2	Дерби 1895	RU	\N	\N	\N	0",,,,
"tt0000020	3	The Derby 1895	GB	\N	\N	\N	0",,,,
"tt0000022	1	The Blacksmiths	US	\N	\N	literal English title	0",,,,
"tt0000022	2	Kowale	PL	\N	imdbDisplay	\N	0",,,,
"tt0000022	3	Кузнецы	RU	\N	\N	\N	0",,,,
"tt0000022	4	Les forgerons	FR	\N	\N	\N	0",,,,
"tt0000022	5	Blacksmith Scene	US	\N	\N	\N	0",,,,
"tt0000022	6	Les forgerons	\N	\N	original	\N	1",,,,
"tt0000022	7	Blacksmiths at Work	GB	\N	\N	informal English title	0",,,,
"tt0000023	10	Hafvet	FI	sv	\N	\N	0",,,,
"tt0000023	11	Baignade en mer	FR	\N	\N	\N	0",,,,
"tt0000023	12	Море	RU	\N	\N	\N	0",,,,
"tt0000023	1	Meri	FI	\N	\N	informal title	0",,,,
"tt0000023	2	Plivanje u moru	RS	\N	imdbDisplay	\N	0",,,,
"tt0000023	3	Sea Bathing	GB	\N	\N	informal title	0",,,,
"tt0000023	4	The Sea	US	\N	\N	\N	0",,,,
"tt0000023	5	La mer	\N	\N	\N	\N	0",,,,
"tt0000023	6	A Dip in the Sea	\N	\N	\N	\N	0",,,,
"tt0000023	7	Meri ihmeellisine kylpykuvauksineen	FI	\N	\N	\N	0",,,,
"tt0000023	8	Kapiel w morzu	PL	\N	imdbDisplay	\N	0",,,,
"tt0000023	9	Baignade en mer	\N	\N	original	\N	1",,,,
"tt0000024	1	Opening of the Kiel Canal	\N	\N	original	\N	1",,,,
"tt0000024	2	Eroffnung des Nordostsee Kanals	DE	\N	imdbDisplay	\N	0",,,,
"tt0000024	3	Inauguration of the Kiel Canal by Kaiser Wilhelm II	GB	\N	alternative	\N	0",,,,
"tt0000024	4	A Kieli-csatorna megnyitása	HU	\N	imdbDisplay	\N	0",,,,
"tt0000024	5	Opening of the Kiel Canal	GB	\N	\N	\N	0",,,,
"tt0000025	1	The Oxford and Cambridge University Boat Race	GB	\N	\N	\N	0",,,,
"tt0000026	10	Et spil kort	DK	\N	\N	\N	0",,,,
"tt0000026	11	Kortspelet	FI	sv	\N	informal title	0",,,,
"tt0000026	12	Ett parti ecarté	FI	sv	\N	\N	0",,,,
"tt0000026	13	Партия в карты	RU	\N	\N	\N	0",,,,
"tt0000026	1	Partia kart	PL	\N	imdbDisplay	\N	0",,,,
"tt0000026	2	Card Game	\N	\N	\N	\N	0",,,,
"tt0000026	3	Korttipeli	FI	\N	\N	informal title	0",,,,
"tt0000026	4	Game of Cards	GB	\N	\N	informal English title	0",,,,
"tt0000026	5	The Messers. Lumière at Cards	US	\N	\N	\N	0",,,,
"tt0000026	6	Kártyaparti	HU	\N	imdbDisplay	\N	0",,,,
"tt0000026	7	Ecarté peliä	FI	\N	\N	\N	0",,,,
"tt0000026	8	Partie d'écarté	\N	\N	original	\N	1",,,,
"tt0000026	9	Partie d'écarté	FR	\N	\N	alternative spelling	0",,,,
"tt0000027	1	Cordeliers' Square in Lyon	US	\N	\N	\N	0",,,,
"tt0000027	2	Площадь Корделье в Лионе	RU	\N	\N	\N	0",,,,
"tt0000027	3	Place des Cordeliers à Lyon	FR	\N	\N	\N	0",,,,
"tt0000027	4	Place des Cordeliers à Lyon	\N	\N	original	\N	1",,,,
"tt0000027	5	Cordeliers Square", Lyons," France	GB	\N	\N	informal English title	0",,
"tt0000028	1	A Pesca do Peixe Dourado	BR	\N	imdbDisplay	\N	0",,,,
"tt0000028	2	La pêche aux poissons rouges	\N	\N	original	\N	1",,,,
"tt0000028	3	La pêche aux poissons rouges	FR	\N	\N	\N	0",,,,
"tt0000028	4	Zabawa z rybka	PL	\N	imdbDisplay	\N	0",,,,
"tt0000028	5	Вылaвливание красных рыбок	RU	\N	\N	\N	0",,,,
"tt0000028	6	Fishing for Goldfish	US	\N	\N	\N	0",,,,
"tt0000029	10	Le goûter de bébé	FR	\N	\N	\N	0",,,,
"tt0000029	11	Lapsen ateria	FI	\N	\N	informal title	0",,,,
"tt0000029	12	Baby mades	DK	\N	\N	\N	0",,,,
"tt0000029	13	A kisbaba reggelije	HU	\N	imdbDisplay	\N	0",,,,
"tt0000029	14	La colazione del bimbo	IT	\N	imdbDisplay	\N	0",,,,
"tt0000029	15	Barnets måltid	FI	sv	\N	informal title	0",,,,
"tt0000029	16	Baby's Lunch	US	\N	\N	original script title	0",,,,
"tt0000029	1	Baby's Dinner	US	\N	\N	\N	0",,,,
"tt0000029	2	Feeding the Baby	US	\N	\N	\N	0",,,,
"tt0000029	3	La comida del bebé	UY	\N	\N	premiere title	0",,,,
"tt0000029	4	Baby's Meal	XWW	en	\N	informal literal title	0",,,,
"tt0000029	5	O Almoço do Bebê	BR	\N	imdbDisplay	\N	0",,,,
"tt0000029	6	Завтрак младенца	RU	\N	\N	\N	0",,,,
"tt0000029	7	Karmienie dziecka	PL	\N	imdbDisplay	\N	0",,,,
"tt0000029	8	Repas de bébé	\N	\N	original	\N	1",,,,
"tt0000029	9	Déjeuner de bébé	FR	\N	alternative	\N	0",,,,
"tt0000030	1	Бушующее море"," вызвавшее наводнение в Дувре	RU	\N	\N	\N	0",,,
"tt0000030	2	Rough Sea at Dover	\N	\N	original	\N	1",,,,
"tt0000030	3	A hullámzó tenger Dovernél	HU	\N	imdbDisplay	\N	0",,,,
"tt0000030	4	Sea Waves at Dover	GB	\N	alternative	\N	0",,,,
"tt0000030	5	Rough Sea at Dover	GB	\N	\N	\N	0",,,,
"tt0000030	6	A South-West Storm in Dover	GB	\N	alternative	\N	0",,,,
"tt0000030	7	A South-Wester	GB	\N	alternative	\N	0",,,,
"tt0000031	1	Saut à la couverte	FR	\N	\N	reissue title	0",,,,
"tt0000031	2	Sotilaskuva	FI	\N	\N	\N	0",,,,
"tt0000031	3	Brimade dans une caserne	\N	\N	\N	\N	0",,,,
"tt0000031	4	En soldatscen	FI	sv	\N	\N	0",,,,
"tt0000031	5	Прыжок на брезент	RU	\N	\N	\N	0",,,,
"tt0000031	6	Jumping the Blanket	US	\N	\N	\N	0",,,,
"tt0000031	7	Le saut à la couverture	\N	\N	original	\N	1",,,,
"tt0000031	8	Le saut à la couverture	FR	\N	\N	\N	0",,,,
"tt0000032	1	Dans serpentin	RO	\N	imdbDisplay	\N	0",,,,
"tt0000032	2	Serpentinen Tanz	DE	\N	alternative	\N	0",,,,
"tt0000032	3	Die Serpentintänzerin	\N	\N	original	\N	1",,,,
"tt0000032	4	Serpentintanz Mlle. Ancion	DE	\N	\N	\N	0",,,,
"tt0000032	5	Серпантин	RU	\N	\N	\N	0",,,,
"tt0000033	1	A Acrobacia	BR	\N	imdbDisplay	\N	0",,,,
"tt0000033	2	Hyppyjä	FI	\N	\N	\N	0",,,,
"tt0000033	3	La voltige	\N	\N	original	\N	1",,,,
"tt0000033	4	Вoльтижировка	RU	\N	\N	\N	0",,,,
"tt0000033	5	Trick Riding	US	\N	\N	\N	0",,,,
"tt0000033	6	La voltige	FR	\N	\N	\N	0",,,,
"tt0000034	1	Arrivée d'un train gare de Vincennes	\N	\N	original	\N	1",,,,
"tt0000034	2	Arrivée d'un train gare de Vincennes	FR	\N	\N	\N	0",,,,
"tt0000034	3	Arrival of a Train at Vincennes Station	XWW	en	alternative	\N	0",,,,
"tt0000035	1	L'arroseur	FR	\N	\N	\N	0",,,,
"tt0000035	2	L'arroseur	\N	\N	original	\N	1",,,,
"tt0000035	3	The Sprinkler Sprinkled	XWW	en	alternative	\N	0",,,,
"tt0000035	4	Watering the Flowers	US	\N	\N	\N	0",,,,
"tt0000036	1	Awakening of Rip	US	\N	\N	\N	0",,,,
"tt0000036	2	Awakening of Rip	\N	\N	original	\N	1",,,,
"tt0000036	3	Пробуждение Рипа	RU	\N	\N	\N	0",,,,
"tt0000037	1	Sea Bathing	US	\N	imdbDisplay	\N	0",,,,
"tt0000037	2	Плавание в море	RU	\N	\N	\N	0",,,,
"tt0000037	3	Baignade en mer	\N	\N	original	\N	1",,,,
"tt0000037	4	Baignade en mer	FR	\N	\N	\N	0",,,,
"tt0000038	1	The Ball Game	US	\N	\N	\N	0",,,,
"tt0000039	1	Barnet Horse Fair	GB	\N	\N	\N	0",,,,
"tt0000040	1	Boat Leaving the Harbor at Trouville	US	\N	\N	literal English title	0",,,,
"tt0000040	2	Barque sortant du port de Trouville	FR	\N	\N	\N	0",,,,
"tt0000040	3	Barque sortant du port de Trouville	\N	\N	original	\N	1",,,,
"tt0000041	1	Snowball Fight	US	\N	\N	informal English title	0",,,,
"tt0000041	2	Bataille de neige	\N	\N	original	\N	1",,,,
"tt0000041	3	A Batalha de Neve	BR	\N	imdbDisplay	\N	0",,,,
"tt0000041	4	Игра в снежки	RU	\N	\N	\N	0",,,,
"tt0000041	5	Bataille de neige	FR	\N	\N	\N	0",,,,
"tt0000041	6	Bataille de boules de neige	FR	\N	\N	bowdlerized title	0",,,,
"tt0000041	7	Hógolyó csata	HU	\N	imdbDisplay	\N	0",,,,
"tt0000041	8	Die Schneeballschlacht	DE	\N	imdbDisplay	\N	0",,,,
"tt0000041	9	Bitwa na sniezki	PL	\N	imdbDisplay	\N	0",,,,
"tt0000042	1	Seine nehrindeki gemiler	TR	tr	\N	\N	0",,,,
"tt0000042	2	Bateau-mouche sur la Seine	\N	\N	original	\N	1",,,,
"tt0000042	3	Bateau-mouche sur la Seine	FR	\N	\N	\N	0",,,,
"tt0000043	1	Batteuse à vapeur	FR	\N	\N	\N	0",,,,
"tt0000044	1	Le bivouac	FR	\N	\N	\N	0",,,,
"tt0000045	1	Les blanchisseuses	\N	\N	original	\N	1",,,,
"tt0000045	2	Les blanchisseuses	FR	\N	\N	\N	0",,,,
"tt0000045	3	The Washerwomen	US	\N	\N	literal English title	0",,,,
"tt0000045	4	Mosónök	HU	\N	imdbDisplay	\N	0",,,,
"tt0000046	1	Bois de Boulogne	FR	\N	\N	\N	0",,,,
"tt0000046	2	Bois de Boulogne	\N	\N	original	\N	1",,,,
"tt0000046	3	Bois de Boulogne (Porte de Madrid)	FR	\N	alternative	\N	0",,,,
"tt0000047	1	Boulevard des Italiens	FR	\N	\N	\N	0",,,,
"tt0000048	1	The Boxing Kangaroo	GB	\N	\N	\N	0",,,,
"tt0000049	1	Boxing Match; or"," Glove Contest	GB	\N	\N	\N	0",,,
"tt0000050	1	Bébé et fillettes	\N	\N	original	\N	1",,,,
"tt0000050	2	Baby and Young Girls	US	\N	\N	literal English title	0",,,,
"tt0000050	3	Bébé et fillettes	FR	\N	\N	\N	0",,,,
"tt0000051	1	The Bohemian Encampment	US	\N	\N	\N	0",,,,
"tt0000051	2	Gypsies at Home	US	\N	\N	literal English title	0",,,,
"tt0000051	3	El campamento bohemio	XWW	es	\N	\N	0",,,,
"tt0000051	4	Campement de bohémiens	FR	\N	\N	\N	0",,,,
"tt0000051	5	Campement de bohémiens	\N	\N	original	\N	1",,,,
"tt0000052	1	Carga de rurales	MX	\N	\N	\N	0",,,,
"tt0000052	2	Carga de rurales	\N	\N	original	\N	1",,,,
"tt0000052	3	Rurales Mexicanos al galope	MX	\N	\N	alternative spelling	0",,,,
"tt0000052	4	Verpflichtung der Landpolizei	DE	\N	\N	\N	0",,,,
"tt0000052	5	Desfile de rurales al galope el 16 de septiembre	\N	\N	\N	\N	0",,,,
"tt0000053	1	A Chegada do Comboio Inaugural à Estação Central do Porto	PT	\N	\N	\N	0",,,,
"tt0000054	1	A Merry-Go-Round	US	\N	\N	\N	0",,,,
"tt0000054	2	Les chevaux de bois	\N	\N	original	\N	1",,,,
"tt0000054	3	Les chevaux de bois	FR	\N	\N	\N	0",,,,
"tt0000055	1	Le chiffonnier	FR	\N	\N	\N	0",,,,
"tt0000056	1	Uma Corrida de Touros no Campo Pequeno	GB	\N	\N	\N	0",,,,
"tt0000057	1	Cortège de tzar allant à Versailles	\N	\N	original	\N	1",,,,
"tt0000057	2	Cortège de tzar allant à Versailles	FR	\N	\N	\N	0",,,,
"tt0000057	3	The Czar and His Cortege Going to Versailles	GB	\N	imdbDisplay	\N	0",,,,
"tt0000058	1	The Czar's Cortege in the Bois de Boulogne	GB	\N	imdbDisplay	\N	0",,,,
"tt0000058	2	Cortège de tzar au Bois de Boulogne	\N	\N	original	\N	1",,,,
"tt0000058	3	Cortège de tzar au Bois de Boulogne	FR	\N	\N	\N	0",,,,
"tt0000059	1	Coronation of a Village Maiden	US	\N	\N	\N	0",,,,
"tt0000059	2	Couronnement de la rosière	\N	\N	original	\N	1",,,,
"tt0000059	3	Couronnement de la rosière	FR	\N	\N	\N	0",,,,
"tt0000060	1	Dancing Darkies	US	\N	\N	\N	0",,,,
"tt0000061	1	Dancing Girls	GB	\N	\N	\N	0",,,,
"tt0000062	1	Danse serpentine	FR	\N	\N	\N	0",,,,
"tt0000063	1	Dessinateur express	\N	\N	original	\N	1",,,,
"tt0000063	2	Dessinateur express (M. Thiers)	FR	\N	alternative	\N	0",,,,
"tt0000063	3	Dessinateur express	FR	\N	\N	\N	0",,,,
"tt0000064	1	Dessinateur: Chamberlain	FR	\N	\N	\N	0",,,,
"tt0000065	1	Dessinateur: Reine Victoria	FR	\N	\N	\N	0",,,,
"tt0000066	1	Dessinateur: Von Bismark	FR	\N	\N	\N	0",,,,
"tt0000067	1	Dix chapeaux en 60 secondes	\N	\N	original	\N	1",,,,
"tt0000067	2	Conjurer Making Ten Hats in Sixty Seconds	US	\N	\N	\N	0",,,,
"tt0000067	3	Dix chapeaux en 60 secondes	FR	\N	\N	\N	0",,,,
"tt0000068	1	Unloading the Boat	US	\N	\N	\N	0",,,,
"tt0000068	2	Déchargement de bateaux au Havre	FR	\N	alternative	\N	0",,,,
"tt0000068	3	Déchargement de bateaux	FR	\N	\N	\N	0",,,,
"tt0000068	4	Déchargement de bateaux	\N	\N	original	\N	1",,,,
"tt0000069	1	Post No Bills	US	\N	\N	\N	0",,,,
"tt0000069	2	Защита	RU	\N	\N	\N	0",,,,
"tt0000069	3	Defense Show	US	\N	\N	literal English title	0",,,,
"tt0000069	4	Απαγορεύεται η Αφισοκόλληση	GR	\N	\N	\N	0",,,,
"tt0000069	5	Défense d'afficher	\N	\N	original	\N	1",,,,
"tt0000069	6	Défense d'afficher	FR	\N	\N	\N	0",,,,
"tt0000070	10	Demolition of a Wall	US	\N	\N	literal English title	0",,,,
"tt0000070	11	Seinän kaataminen	FI	\N	\N	informal title	0",,,,
"tt0000070	12	Demolición de un muro	UY	\N	\N	premiere title	0",,,,
"tt0000070	1	Demolição de um Muro	BR	\N	imdbDisplay	\N	0",,,,
"tt0000070	2	Demolition of a Wall	\N	\N	\N	literal English title	0",,,,
"tt0000070	3	Разрушение стены	RU	\N	\N	\N	0",,,,
"tt0000070	4	Falbontás	HU	\N	imdbDisplay	\N	0",,,,
"tt0000070	5	Zburzenie muru	PL	\N	imdbDisplay	\N	0",,,,
"tt0000070	6	Miten seinä hajotetaan	FI	\N	\N	informal title	0",,,,
"tt0000070	7	Démolition d'un mur	\N	\N	original	\N	1",,,,
"tt0000070	8	En vägg rivs	FI	sv	\N	informal title	0",,,,
